"","id","accession","synonyms","category","disease","origin","geo","encode","omics"
"940","CSES1","CVCL_B812","Cedars Sinai Embryonic Stem cell 1","Embryonic stem cell","","","GSM540748",NA,NA
"941","CSES12","CVCL_B823","Cedars Sinai Embryonic Stem cell 12","Embryonic stem cell","","","GSM1576685",NA,"Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis"
"942","CSES13","CVCL_B824","Cedars Sinai Embryonic Stem cell 13","Embryonic stem cell","NCIt; C2993; Down syndrome|ORDO; Orphanet_870; Down syndrome","","GSM1576688",NA,"Transcriptome analysis by microarray"
"943","CSES15","CVCL_B826","Cedars Sinai Embryonic Stem cell 15","Embryonic stem cell","","","GSM1246013",NA,"Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis"
"944","CSES20","CVCL_B831","Cedars Sinai Embryonic Stem cell 20","Embryonic stem cell","NCIt; C2993; Down syndrome|ORDO; Orphanet_870; Down syndrome","","GSM1576689",NA,"Transcriptome analysis by microarray"
"945","CSES21","CVCL_B832","Cedars Sinai Embryonic Stem cell 21","Embryonic stem cell","NCIt; C2993; Down syndrome|ORDO; Orphanet_870; Down syndrome","","GSM1576690",NA,"Transcriptome analysis by microarray"
"946","CSES22","CVCL_B833","Cedars Sinai Embryonic Stem cell 22","Embryonic stem cell","NCIt; C37866; Trisomy 16|ORDO; Orphanet_98131; Total autosomal trisomy","","GSM1246010|GSM1246017|GSM1246020|GSM1576686",NA,"Transcriptome analysis by microarray"
"947","CSES25","CVCL_B836","Cedars Sinai Embryonic Stem cell 25","Embryonic stem cell","","","GSM1246014",NA,"Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis"
"948","CSES26","CVCL_EG75","Cedars Sinai Embryonic Stem cell 26","Embryonic stem cell","","","GSM1246015",NA,"Transcriptome analysis by microarray"
"949","CSES32","CVCL_EG76","Cedars Sinai Embryonic Stem cell 32","Embryonic stem cell","NCIt; C43224; Trisomy 21","","GSM1576691",NA,"Transcriptome analysis by microarray"
"950","CSES45","CVCL_EG77","Cedars Sinai Embryonic Stem cell 45","Embryonic stem cell","NCIt; C36420; Trisomy 12|ORDO; Orphanet_98131; Total autosomal trisomy","","GSM1246011|GSM1246018|GSM1576687",NA,"Transcriptome analysis by microarray"
"951","CSES7","CVCL_B818","CSES07; Cedars Sinai Embryonic Stem cell 7","Embryonic stem cell","","","GSM1246012",NA,"Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis"
"952","CSES8","CVCL_B819","Cedars Sinai Embryonic Stem cell 8","Embryonic stem cell","NCIt; C37865; Trisomy 17|ORDO; Orphanet_98131; Total autosomal trisomy","","GSM540749",NA,NA
"953","CTB-1","CVCL_1149","CTB1","Cancer cell line","NCIt; C8851; Diffuse large B-cell lymphoma|ORDO; Orphanet_544; Diffuse large B-cell lymphoma","","GSM119489|GSM1669711",NA,"Array-based CGH|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis"
"954","CTV-1","CVCL_1150","CTV1","Cancer cell line","NCIt; C9142; Adult T acute lymphoblastic leukemia|ORDO; Orphanet_99861; Precursor T-cell acute lymphoblastic leukemia","CVCL_RX77 ! CTV-2","GSM1374458|GSM1669712",NA,"Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis"
"955","CUTO-23","CVCL_C8SZ","CUTO23; Colorado University Thoracic Oncology 23","Cancer cell line","NCIt; C3512; Lung adenocarcinoma","","GSM7675355|GSM7675356|GSM7675357|GSM7675358|GSM7675359|GSM7675360",NA,"Transcriptome analysis by RNAseq"
"956","CUTO-27","CVCL_C8T1","CUTO27; Colorado University Thoracic Oncology 27","Cancer cell line","NCIt; C3512; Lung adenocarcinoma","","GSM7675361|GSM7675362|GSM7675363|GSM7675364|GSM7675365|GSM7675366",NA,"Transcriptome analysis by RNAseq"
"957","CUTO-28","CVCL_C8T2","CUTO28; Colorado University Thoracic Oncology 28","Cancer cell line","NCIt; C3512; Lung adenocarcinoma","","GSM7675367|GSM7675368|GSM7675369|GSM7675370|GSM7675371|GSM7675372",NA,"Transcriptome analysis by RNAseq"
"958","CUTO-33","CVCL_C8T0","CUTO33; Colorado University Thoracic Oncology 33","Cancer cell line","NCIt; C3512; Lung adenocarcinoma","","GSM7675373|GSM7675374|GSM7675375|GSM7675376|GSM7675377|GSM7675378",NA,"Transcriptome analysis by RNAseq"
"959","CUTO-37","CVCL_C8T3","CUTO37; Colorado University Thoracic Oncology 37","Cancer cell line","NCIt; C3512; Lung adenocarcinoma","","GSM7675379|GSM7675380|GSM7675381|GSM7675382|GSM7675383|GSM7675384",NA,"Transcriptome analysis by RNAseq"
"960","CUTO-38","CVCL_C8T4","CUTO38; Colorado University Thoracic Oncology 38","Cancer cell line","NCIt; C3512; Lung adenocarcinoma","","GSM7675385|GSM7675386|GSM7675387|GSM7675388|GSM7675389|GSM7675390",NA,"Transcriptome analysis by RNAseq"
"961","CW-2","CVCL_1151","CW2","Cancer cell line","NCIt; C4349; Colon adenocarcinoma","","GSM886968|GSM888037|GSM1669713",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis|Deep quantitative phosphoproteome analysis"
"962","CW9019","CVCL_N820","CW-9019","Cancer cell line","NCIt; C3749; Alveolar rhabdomyosarcoma|ORDO; Orphanet_99756; Alveolar rhabdomyosarcoma","","GSM219747",NA,"Transcriptome analysis by microarray|Deep exome analysis"
"963","CWR-R1","CVCL_4833","","Cancer cell line","NCIt; C4863; Prostate carcinoma","","GSM2069498|GSM2069499|GSM2069500|GSM2069501|GSM2069502|GSM2069503|GSM2069504|GSM2069505",NA,"Transcriptome analysis by microarray"
"964","CWR-R1-EnzR","CVCL_RA55","","Cancer cell line","NCIt; C4863; Prostate carcinoma","","GSM2069494|GSM2069495|GSM2069496|GSM2069497",NA,"Transcriptome analysis by microarray"
"965","CX-1","CVCL_2011","HT-29/CX-1; CX1","Cancer cell line","NCIt; C4349; Colon adenocarcinoma","","GSM206466|GSM274761|GSM274762|GSM1346835|GSM1448120",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|Protein expression by reverse-phase protein arrays"
"966","CyT49","CVCL_B850","VCYTe001-A","Embryonic stem cell","","","GSM1548607|GSM1548608","ENCBS882LFH|ENCBS976TXC",NA
"967","D-245MG","CVCL_1152","D-245 MG; D245 MG; D245MG","Cancer cell line","NCIt; C3058; Glioblastoma|ORDO; Orphanet_360; Glioblastoma","","GSM1669714",NA,"Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis"
"968","D-247MG","CVCL_1153","D-247 MG; D-247-MG; D247MG","Cancer cell line","NCIt; C3796; Gliosarcoma|ORDO; Orphanet_251576; Gliosarcoma","","GSM1669715",NA,"Array-based CGH|Transcriptome analysis by microarray|SNP array analysis|CRISPR phenotypic screen|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis"
"969","D-263MG","CVCL_1154","D-263 MG; D263MG","Cancer cell line","NCIt; C3058; Glioblastoma|ORDO; Orphanet_360; Glioblastoma","","GSM1669716",NA,"Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis"
"970","D-336MG","CVCL_1156","D-336 MG; D336MG","Cancer cell line","NCIt; C3796; Gliosarcoma|ORDO; Orphanet_251576; Gliosarcoma","","GSM1669718",NA,"Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis"
"971","D-392MG","CVCL_1158","D-392 MG; D392MG","Cancer cell line","NCIt; C3058; Glioblastoma|ORDO; Orphanet_360; Glioblastoma","","GSM1669719",NA,"Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis"
"972","D-423MG","CVCL_1160","D-423 MG; D423MG","Cancer cell line","NCIt; C3058; Glioblastoma|ORDO; Orphanet_360; Glioblastoma","","GSM1669720",NA,"Transcriptome analysis by microarray|SNP array analysis|CRISPR phenotypic screen|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis"
"973","D-431","CVCL_DG16","D431","Cancer cell line","NCIt; C3058; Glioblastoma|ORDO; Orphanet_360; Glioblastoma","","GSM114609",NA,NA
"974","D-502MG","CVCL_1162","D-502 MG; D502MG","Cancer cell line","NCIt; C3058; Glioblastoma|ORDO; Orphanet_360; Glioblastoma","","GSM1669721",NA,"Transcriptome analysis by microarray|SNP array analysis|CRISPR phenotypic screen|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis"
"975","D-542MG","CVCL_1164","D542MG","Cancer cell line","NCIt; C3058; Glioblastoma|ORDO; Orphanet_360; Glioblastoma","CVCL_VU88 ! L542","GSM1669722",NA,"Transcriptome analysis by microarray|SNP array analysis|CRISPR phenotypic screen|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis"
"976","D-54MG","CVCL_5735","D-54 MG; D54-MG; D54MG; D54Mg; D54; H54","Cancer cell line","NCIt; C3058; Glioblastoma|ORDO; Orphanet_360; Glioblastoma","","GSM816668|GSM881397|GSM881398","ENCBS173AAA",NA
"977","D-566MG","CVCL_1166","D566MG","Cancer cell line","NCIt; C3058; Glioblastoma|ORDO; Orphanet_360; Glioblastoma","","GSM1669723",NA,"Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Deep quantitative proteome analysis"
"978","D01","CVCL_DH62","D01-JEB","Cancer cell line","NCIt; C3224; Melanoma","","GSM170853|GSM217356",NA,"Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|CNV analysis"
"979","D03","CVCL_DH63","","Cancer cell line","NCIt; C3224; Melanoma","","GSM217357",NA,"SNP array analysis|CNV analysis"
"980","D04","CVCL_H604","DO4; D04M","Cancer cell line","NCIt; C3224; Melanoma","","GSM78836|GSM78837|GSM78838|GSM162938|GSM217358|GSM4178088",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|CNV analysis"
"981","D05","CVCL_H607","D05M1","Cancer cell line","NCIt; C3224; Melanoma","","GSM162939|GSM217359|GSM4178089",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|CNV analysis"
"982","D08","CVCL_H608","D08M","Cancer cell line","NCIt; C3224; Melanoma","","GSM170855|GSM217360|GSM4178090",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|CNV analysis"
"983","D10","CVCL_H945","D10M","Cancer cell line","NCIt; C3224; Melanoma","","GSM169531|GSM217361|GSM4178091",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|CNV analysis"
"984","D11","CVCL_H946","","Cancer cell line","NCIt; C3224; Melanoma","CVCL_B4KM ! D11-M2|CVCL_B4KN ! D11-M3","GSM169530|GSM217362",NA,"Transcriptome analysis by microarray|SNP array analysis|CNV analysis"
"985","D11-M2","CVCL_B4KM","D11M2","Cancer cell line","NCIt; C3224; Melanoma","CVCL_H946 ! D11|CVCL_B4KN ! D11-M3","GSM4178092",NA,"Transcriptome analysis by RNAseq"
"986","D14","CVCL_H944","","Cancer cell line","NCIt; C3224; Melanoma","CVCL_B4KP ! D14-M1|CVCL_B4KQ ! D14-M2","GSM169529|GSM217363",NA,"Transcriptome analysis by microarray|SNP array analysis|CNV analysis"
"987","D14-M2","CVCL_B4KQ","D14M2","Cancer cell line","NCIt; C3224; Melanoma","CVCL_H944 ! D14|CVCL_B4KP ! D14-M1","GSM4178093",NA,"Transcriptome analysis by RNAseq"
"988","D17","CVCL_H943","D17M1","Cancer cell line","NCIt; C3224; Melanoma","","GSM169528|GSM217364|GSM4178094",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|CNV analysis"
"989","D20","CVCL_W869","D20M","Cancer cell line","NCIt; C3224; Melanoma","","GSM169527|GSM217837|GSM4178095",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|CNV analysis"
"990","D22 [Human melanoma]","CVCL_DH67","D22M1","Cancer cell line","NCIt; C3224; Melanoma","","GSM169526|GSM217838|GSM4178096",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|CNV analysis"
"991","D23","CVCL_W870","D23M","Cancer cell line","NCIt; C3224; Melanoma","","GSM78839|GSM78840|GSM78841|GSM4178097",NA,"Transcriptome analysis by RNAseq"
"992","D24 [Human melanoma]","CVCL_W871","D24M","Cancer cell line","NCIt; C3224; Melanoma","","GSM78842|GSM78843|GSM78844|GSM169524|GSM217839|GSM4178098",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|CNV analysis"
"993","D25","CVCL_W872","","Cancer cell line","NCIt; C3224; Melanoma","","GSM169525|GSM218513",NA,"Transcriptome analysis by microarray|SNP array analysis|CNV analysis"
"994","D28","CVCL_DH69","","Cancer cell line","NCIt; C3224; Melanoma","","GSM170588|GSM218518",NA,"Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|CNV analysis"
"995","D283 Med","CVCL_1155","D283 MED; D283-MED; D283_Med; D-283 Med; D-283 Med-C; D-283MED; D283MED; D283Med; D283-Med; D-283; D283; Med 283; H283","Cancer cell line","NCIt; C129445; Medulloblastoma, non-WNT/non-SHH, group 3|ORDO; Orphanet_616; Medulloblastoma","","GSM383762|GSM482336|GSM886969|GSM888038|GSM918116|GSM919357|GSM1234974|GSM1234975|GSM1669717",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Proteome analysis by 2D-DE/MS|Deep quantitative proteome analysis|Transcriptome analysis by serial analysis of gene expression (SAGE)"
"996","D29","CVCL_DH70","","Cancer cell line","NCIt; C3224; Melanoma","","GSM170589|GSM218523",NA,"Transcriptome analysis by microarray|SNP array analysis|CNV analysis"
"997","D30","CVCL_DH71","","Cancer cell line","NCIt; C3224; Melanoma","","GSM218524",NA,"SNP array analysis|CNV analysis"
"998","D32","CVCL_DH72","D32M","Cancer cell line","NCIt; C3224; Melanoma","","GSM171597|GSM218983|GSM4178099",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|CNV analysis"
"999","D341 Med","CVCL_0018","D-341 Med; D-341 MED; D-341 Med-C; D-341Med; D-341MED; D341_Med; D341Med; D341MED; D341MD; D-341; D341; Med 341; H341","Cancer cell line","NCIt; C129445; Medulloblastoma, non-WNT/non-SHH, group 3|ORDO; Orphanet_616; Medulloblastoma","","GSM383763|GSM482333|GSM827339|GSM886970|GSM888039|GSM918117|GSM919358|GSM1008577","ENCBS254AAA","Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|Transcriptome analysis by serial analysis of gene expression (SAGE)"
"1000","D35","CVCL_DG37","D35M1","Cancer cell line","NCIt; C3224; Melanoma","","GSM170590|GSM218993|GSM4178100",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|CNV analysis"
"1001","D36","CVCL_DH73","D36M","Cancer cell line","NCIt; C3224; Melanoma","","GSM170591|GSM219002|GSM4178101",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|CNV analysis"
"1002","D38 [Human melanoma]","CVCL_DH74","D38-T; D38M2","Cancer cell line","NCIt; C3224; Melanoma","","GSM170592|GSM219007|GSM4178102",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|CNV analysis"
"1003","D384 Med","CVCL_1157","D-384 Med; D-384 Med-C; D-384MED; D384Med; Med 384; H384","Cancer cell line","NCIt; C129445; Medulloblastoma, non-WNT/non-SHH, group 3|ORDO; Orphanet_616; Medulloblastoma","","GSM482335",NA,"Transcriptome analysis by microarray|SNP array analysis"
"1004","D40","CVCL_DH75","","Cancer cell line","NCIt; C3224; Melanoma","","GSM170593|GSM219026",NA,"Transcriptome analysis by microarray|SNP array analysis|CNV analysis"
"1005","D41","CVCL_DH76","D41M","Cancer cell line","NCIt; C3224; Melanoma","","GSM170594|GSM219027|GSM4178103",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|CNV analysis"
"1006","D425 Med","CVCL_1275","D-425 Med; D-425 Med-C; D-425MED; D425_Med; D425MED; D425Med; Med 425; D-425; D425; H425","Cancer cell line","NCIt; C129445; Medulloblastoma, non-WNT/non-SHH, group 3|ORDO; Orphanet_616; Medulloblastoma","CVCL_1161 ! D458 Med","GSM482334|GSM919359",NA,"Deep exome analysis"
"1007","D458 Med","CVCL_1161","D-458 Med; D-458MED; D458MED; D458Med; Med 458; D-458; D458","Cancer cell line","NCIt; C129445; Medulloblastoma, non-WNT/non-SHH, group 3|ORDO; Orphanet_616; Medulloblastoma","CVCL_1275 ! D425 Med","GSM919360|GSM1234976|GSM1234977",NA,"Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis"
"1008","D49","CVCL_DH66","","Cancer cell line","NCIt; C3224; Melanoma","","GSM228382",NA,"SNP array analysis|CNV analysis"
"1009","D492M","CVCL_D1HK","D492 Mesenchymal","Transformed cell line","","","GSM4224053|GSM4224054|GSM4224055|GSM4224056",NA,"Transcriptome analysis by RNAseq"
"1010","D54","CVCL_DH65","","Cancer cell line","NCIt; C3224; Melanoma","","GSM228383",NA,"SNP array analysis|CNV analysis"
"1011","D551 iPSC","CVCL_VE97","","Induced pluripotent stem cell","","","GSM1658374",NA,"Transcriptome analysis by RNAseq"
"1012","D556 Med","CVCL_1165","D-556 Med; D-556MED; D-556Med; D556MED; D556Med; D-556; D556; H556","Cancer cell line","NCIt; C129445; Medulloblastoma, non-WNT/non-SHH, group 3|ORDO; Orphanet_616; Medulloblastoma","","GSM482330|GSM1234978|GSM1234979",NA,"Transcriptome analysis by microarray|SNP array analysis"
"1013","D64","CVCL_DH64","","Cancer cell line","NCIt; C3224; Melanoma","","GSM228384",NA,"SNP array analysis|CNV analysis"
"1014","D721 Med","CVCL_7901","D-721 Med; D-721MED; D721Med; D721MED; D-721; D721","Cancer cell line","NCIt; C3222; Medulloblastoma|ORDO; Orphanet_616; Medulloblastoma","","GSM816636","ENCBS253AAA",NA
"1015","DAN-G","CVCL_0243","Dan-G; DanG; DANG; DAN","Cancer cell line","NCIt; C8294; Pancreatic adenocarcinoma","","GSM886971|GSM888040|GSM1669724",NA,"Transcriptome analysis by RNAseq|Array-based CGH|Transcriptome analysis by microarray|SNP array analysis|CRISPR phenotypic screen|Deep exome analysis|DNA methylation analysis|Protein expression by reverse-phase protein arrays|Deep quantitative proteome analysis|Metabolome analysis"
"1016","Daoy","CVCL_1167","DAOY; D324 Med; D-324 Med; D324 MED; D-324MED; D324","Cancer cell line","NCIt; C129442; Medulloblastoma, SHH-activated, TP53-mutant|ORDO; Orphanet_616; Medulloblastoma","","GSM482332|GSM886972|GSM888041|GSM919361|GSM1669725|GSM1938719","ENCBS055ILX|ENCBS812KQP","Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Proteome analysis by 2D-DE/MS|Deep quantitative proteome analysis"
"1017","Daudi","CVCL_0008","DAUDI; NK-10A; NK-10a; NK 10a; NK10a; N; GM03190; GM3190; GM03190A; GM17346","Cancer cell line","NCIt; C27694; EBV-related Burkitt lymphoma|ORDO; Orphanet_543; Burkitt lymphoma","","GSM99381|GSM862859|GSM862860|GSM862861|GSM862862|GSM886973|GSM888042|GSM960117|GSM960118|GSM960119|GSM960120|GSM1374459|GSM1669726|GSM3150242",NA,"Transcriptome analysis by RNAseq|Transcriptome analysis by microarray|SNP array analysis|Deep exome analysis|DNA methylation analysis|Protein expression by reverse-phase protein arrays|Deep quantitative proteome analysis|Deep antibody staining analysis|Virome analysis using RNAseq"
